SRCID,D3,D3_norm,D1_avg,D1_norm,A4_avg,A4_norm,A3,A3_norm,A1,A1_norm,B1a,B1b,B1c,B1d,B1_avg,B1_avg_norm,B4,B4_norm,B6f,B6g,B6_avg,B6_avg_norm,B7,B7_norm,V1,V1_binary,V1_norm
756,1,0,1,0,2.166666667,0.388888889,7,0.7,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,2,4,3,0.5,1,0,4,1,1
3509,1,0,1,0,1.666666667,0.222222222,7,0.7,2,0.25,2,2,2,2,2,1,3,0.666666667,3,3,3,0.5,2,0.5,4,1,1
1178,1,0,1,0,1.166666667,0.055555556,9,0.9,1,0,2,2,2,2,2,1,2,0.333333333,3,5,4,0.75,1,0,4,1,1
740,2,0.333333333,2.6,0.4,2.666666667,0.555555556,5,0.5,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
1525,2,0.333333333,1.6,0.15,2.5,0.5,6,0.6,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
3182,1,0,1,0,2.166666667,0.388888889,3,0.3,4,0.75,2,2,2,2,2,1,3,0.666666667,1,1,1,0,1,0,4,1,1
1895,1,0,1.2,0.05,2,0.333333333,9,0.9,1,0,2,2,2,1,1.75,0.75,3,0.666666667,2,2,2,0.25,2,0.5,4,1,1
3499,1,0,1.2,0.05,2.166666667,0.388888889,8,0.8,4,0.75,1,2,2,2,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
1541,1,0,1.2,0.05,2.666666667,0.555555556,6,0.6,4,0.75,2,2,2,2,2,1,3,0.666666667,1,3,2,0.25,1,0,4,1,1
652,1,0,1,0,2.5,0.5,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
2301,1,0,1.6,0.15,2,0.333333333,7,0.7,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,4,4,4,0.75,1,0,4,1,1
1562,1,0,2.4,0.35,2.333333333,0.444444444,4,0.4,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,3,5,4,0.75,2,0.5,4,1,1
2959,1,0,1.2,0.05,1.833333333,0.277777778,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
210,2,0.333333333,1.2,0.05,1.5,0.166666667,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
284,1,0,1,0,2.166666667,0.388888889,10,1,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,1,0,4,1,1
1379,2,0.333333333,2.2,0.3,1.833333333,0.277777778,7,0.7,2,0.25,2,2,2,2,2,1,3,0.666666667,4,4,4,0.75,2,0.5,1,0,0
8,1,0,1.8,0.2,1.5,0.166666667,3,0.3,2,0.25,2,2,2,1,1.75,0.75,1,0,4,1,2.5,0.375,2,0.5,4,1,1
467,1,0,1.4,0.1,2,0.333333333,8,0.8,4,0.75,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
2179,2,0.333333333,2.2,0.3,2,0.333333333,6,0.6,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,2,2,2,0.25,1,0,4,1,1
1265,3,0.666666667,1.8,0.2,1.666666667,0.222222222,6,0.6,2,0.25,2,2,1,1,1.5,0.5,2,0.333333333,5,5,5,1,2,0.5,4,1,1
2470,1,0,1.6,0.15,2.166666667,0.388888889,6,0.6,2,0.25,2,2,2,2,2,1,3,0.666666667,1,1,1,0,2,0.5,3,0,0.666666667
1280,4,1,2.4,0.35,1.5,0.166666667,6,0.6,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,1,0,4,1,1
1233,3,0.666666667,3,0.5,2,0.333333333,3,0.3,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,3,5,4,0.75,1,0,4,1,1
1496,1,0,1.4,0.1,2.333333333,0.444444444,5,0.5,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,4,4,4,0.75,2,0.5,4,1,1
1476,1,0,1.4,0.1,1.666666667,0.222222222,5,0.5,2,0.25,2,2,2,2,2,1,3,0.666666667,2,3,2.5,0.375,1,0,4,1,1
1291,3,0.666666667,3,0.5,2.333333333,0.444444444,6,0.6,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,2,5,3.5,0.625,1,0,4,1,1
1639,1,0,1,0,2,0.333333333,10,1,2,0.25,2,2,2,2,2,1,1,0,4,4,4,0.75,1,0,4,1,1
2223,1,0,1,0,2.166666667,0.388888889,6,0.6,4,0.75,2,2,2,2,2,1,2,0.333333333,3,5,4,0.75,2,0.5,4,1,1
1961,1,0,1,0,2,0.333333333,7,0.7,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
754,2,0.333333333,1.4,0.1,2.333333333,0.444444444,6,0.6,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,1,0,4,1,1
2503,1,0,1,0,3,0.666666667,5,0.5,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,4,4,4,0.75,2,0.5,4,1,1
26,1,0,1,0,1.666666667,0.222222222,9,0.9,2,0.25,2,2,2,2,2,1,3,0.666666667,3,5,4,0.75,2,0.5,4,1,1
1074,2,0.333333333,1,0,3,0.666666667,0,0,5,1,2,2,2,2,2,1,2,0.333333333,5,5,5,1,1,0,4,1,1
16,1,0,1.2,0.05,2,0.333333333,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
1966,4,1,3.8,0.7,2.5,0.5,3,0.3,2,0.25,1,2,2,2,1.75,0.75,2,0.333333333,5,5,5,1,2,0.5,4,1,1
1506,1,0,1,0,2.333333333,0.444444444,8,0.8,2,0.25,1,2,2,2,1.75,0.75,3,0.666666667,5,4,4.5,0.875,2,0.5,3,0,0.666666667
2191,1,0,1.6,0.15,2,0.333333333,8,0.8,1,0,1,2,2,1,1.5,0.5,3,0.666666667,1,5,3,0.5,1,0,4,1,1
1992,1,0,1,0,3,0.666666667,7,0.7,2,0.25,2,2,2,2,2,1,4,1,2,2,2,0.25,2,0.5,1,0,0
492,1,0,1.2,0.05,1.333333333,0.111111111,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,4,4,4,0.75,1,0,4,1,1
922,1,0,1.6,0.15,1.666666667,0.222222222,8,0.8,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,2,0.5,4,1,1
443,3,0.666666667,2.2,0.3,2.833333333,0.611111111,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,2,3,2.5,0.375,1,0,4,1,1
1209,1,0,1,0,2,0.333333333,8,0.8,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,2,0.5,4,1,1
1359,2,0.333333333,1.4,0.1,1.5,0.166666667,7,0.7,2,0.25,2,2,2,2,2,1,2,0.333333333,5,5,5,1,2,0.5,4,1,1
1333,1,0,1.6,0.15,2.5,0.5,7,0.7,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,3,3,3,0.5,1,0,3,0,0.666666667
2171,4,1,3.2,0.55,2,0.333333333,5,0.5,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,4,4,4,0.75,2,0.5,4,1,1
977,3,0.666666667,1.6,0.15,1.833333333,0.277777778,8,0.8,2,0.25,2,2,2,2,2,1,2,0.333333333,3,5,4,0.75,2,0.5,3,0,0.666666667
3170,1,0,1,0,1.833333333,0.277777778,7,0.7,2,0.25,2,1,2,1,1.5,0.5,3,0.666666667,4,5,4.5,0.875,2,0.5,4,1,1
169,2,0.333333333,1.6,0.15,2.333333333,0.444444444,6,0.6,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,2,0.5,3,0,0.666666667
3204,1,0,1,0,2,0.333333333,9,0.9,2,0.25,2,2,2,2,2,1,4,1,5,5,5,1,2,0.5,4,1,1
34,1,0,1.4,0.1,1.666666667,0.222222222,8,0.8,1,0,2,2,2,1,1.75,0.75,3,0.666666667,3,1,2,0.25,1,0,3,0,0.666666667
1785,1,0,2.6,0.4,2.833333333,0.611111111,5,0.5,2,0.25,2,2,2,2,2,1,3,0.666666667,1,1,1,0,1,0,3,0,0.666666667
9,1,0,1.4,0.1,2.5,0.5,9,0.9,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,1,0,0
2166,1,0,1.6,0.15,2.5,0.5,8,0.8,2,0.25,1,2,2,1,1.5,0.5,2,0.333333333,5,5,5,1,1,0,4,1,1
2199,1,0,1.2,0.05,1.833333333,0.277777778,5,0.5,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,3,1,2,0,0.333333333
1065,3,0.666666667,1.4,0.1,1.5,0.166666667,7,0.7,1,0,1,2,2,1,1.5,0.5,3,0.666666667,4,4,4,0.75,2,0.5,4,1,1
2201,2,0.333333333,1,0,2.333333333,0.444444444,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
2095,1,0,1,0,1.333333333,0.111111111,10,1,1,0,2,2,2,2,2,1,3,0.666666667,2,5,3.5,0.625,1,0,4,1,1
2629,1,0,1.4,0.1,2.833333333,0.611111111,7,0.7,4,0.75,1,2,2,1,1.5,0.5,3,0.666666667,2,1,1.5,0.125,1,0,4,1,1
1101,1,0,1.2,0.05,2,0.333333333,9,0.9,5,1,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,3,0,0.666666667
24,2,0.333333333,1.4,0.1,1.666666667,0.222222222,8,0.8,1,0,2,2,2,1,1.75,0.75,3,0.666666667,3,1,2,0.25,2,0.5,4,1,1
1582,1,0,1,0,2,0.333333333,10,1,1,0,2,2,2,2,2,1,4,1,5,5,5,1,2,0.5,4,1,1
741,1,0,4.2,0.8,1.833333333,0.277777778,3,0.3,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,5,4,4.5,0.875,2,0.5,2,0,0.333333333
839,1,0,1,0,2,0.333333333,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,4,4,4,0.75,2,0.5,3,0,0.666666667
760,1,0,1.4,0.1,2.833333333,0.611111111,7,0.7,4,0.75,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
2581,1,0,1,0,2.166666667,0.388888889,7,0.7,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,2,0.5,4,1,1
2587,1,0,1,0,2.166666667,0.388888889,7,0.7,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,3,1,3,0,0.666666667
1782,2,0.333333333,1,0,2.5,0.5,8,0.8,1,0,2,2,2,2,2,1,2,0.333333333,5,5,5,1,2,0.5,4,1,1
1320,2,0.333333333,1.8,0.2,2.166666667,0.388888889,7,0.7,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
805,1,0,1.4,0.1,1.666666667,0.222222222,8,0.8,1,0,2,2,2,2,2,1,3,0.666666667,5,5,5,1,3,1,4,1,1
579,1,0,1,0,2.5,0.5,9,0.9,4,0.75,2,2,2,2,2,1,3,0.666666667,5,5,5,1,1,0,2,0,0.333333333
1179,1,0,1.2,0.05,2.5,0.5,6,0.6,4,0.75,2,2,2,2,2,1,3,0.666666667,4,5,4.5,0.875,1,0,4,1,1
2602,1,0,1,0,2,0.333333333,7,0.7,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,4,4,4,0.75,2,0.5,4,1,1
1106,1,0,2,0.25,2.5,0.5,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,4,5,4.5,0.875,1,0,4,1,1
458,1,0,1.2,0.05,1.5,0.166666667,9,0.9,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,3,4,3.5,0.625,1,0,4,1,1
932,1,0,1.4,0.1,1.166666667,0.055555556,9,0.9,1,0,2,2,2,2,2,1,3,0.666666667,3,3,3,0.5,2,0.5,3,0,0.666666667
1321,2,0.333333333,3.2,0.55,3,0.666666667,4,0.4,2,0.25,2,2,2,1,1.75,0.75,1,0,4,4,4,0.75,1,0,4,1,1
1811,2,0.333333333,2,0.25,1.333333333,0.111111111,5,0.5,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,3,5,4,0.75,2,0.5,4,1,1
525,1,0,1,0,2,0.333333333,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,4,4.5,0.875,2,0.5,4,1,1
1173,1,0,1.4,0.1,2,0.333333333,9,0.9,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
1262,1,0,1.2,0.05,1.666666667,0.222222222,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,2,4,3,0.5,2,0.5,4,1,1
3054,2,0.333333333,1,0,1.833333333,0.277777778,8,0.8,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,2,1.5,0.125,3,1,4,1,1
1547,3,0.666666667,2.2,0.3,2.833333333,0.611111111,0,0,5,1,2,2,2,2,2,1,3,0.666666667,1,2,1.5,0.125,2,0.5,4,1,1
376,1,0,1.6,0.15,2.333333333,0.444444444,7,0.7,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,1,5,3,0.5,1,0,4,1,1
1558,1,0,1.4,0.1,2.166666667,0.388888889,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,4,3,3.5,0.625,2,0.5,3,0,0.666666667
1725,1,0,1.4,0.1,2.5,0.5,5,0.5,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,2,0.5,3,0,0.666666667
1405,2,0.333333333,3.2,0.55,1.833333333,0.277777778,6,0.6,4,0.75,1,2,2,1,1.5,0.5,1,0,1,2,1.5,0.125,1,0,4,1,1
1384,2,0.333333333,1.6,0.15,1.666666667,0.222222222,5,0.5,4,0.75,1,2,2,1,1.5,0.5,2,0.333333333,2,5,3.5,0.625,1,0,1,0,0
2788,1,0,1,0,2,0.333333333,8,0.8,4,0.75,1,2,2,1,1.5,0.5,2,0.333333333,1,3,2,0.25,1,0,4,1,1
405,2,0.333333333,2.2,0.3,2.666666667,0.555555556,7,0.7,4,0.75,1,2,1,1,1.25,0.25,3,0.666666667,1,3,2,0.25,1,0,4,1,1
549,1,0,1,0,1.333333333,0.111111111,8,0.8,1,0,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
1229,1,0,1.6,0.15,1.666666667,0.222222222,6,0.6,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,2,2,2,0.25,2,0.5,4,1,1
2761,1,0,1.2,0.05,1.833333333,0.277777778,7,0.7,2,0.25,2,2,2,2,2,1,4,1,5,5,5,1,3,1,3,0,0.666666667
3188,3,0.666666667,2.4,0.35,2.166666667,0.388888889,5,0.5,4,0.75,1,1,2,1,1.25,0.25,3,0.666666667,2,4,3,0.5,2,0.5,4,1,1
2200,2,0.333333333,1.2,0.05,2.333333333,0.444444444,5,0.5,4,0.75,1,2,2,2,1.75,0.75,2,0.333333333,3,5,4,0.75,2,0.5,4,1,1
3399,1,0,1.8,0.2,2,0.333333333,8,0.8,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,3,2,2.5,0.375,1,0,4,1,1
864,1,0,1.8,0.2,2,0.333333333,7,0.7,2,0.25,2,2,2,2,2,1,3,0.666666667,1,5,3,0.5,2,0.5,4,1,1
1883,2,0.333333333,2.4,0.35,2.166666667,0.388888889,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,3,4,0.75,3,1,4,1,1
1302,1,0,2.6,0.4,1.833333333,0.277777778,7,0.7,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,2,3,2.5,0.375,2,0.5,4,1,1
2211,2,0.333333333,2,0.25,1.166666667,0.055555556,9,0.9,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,2,2,2,0.25,1,0,4,1,1
2574,1,0,1.8,0.2,3.333333333,0.777777778,7,0.7,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,3,1,4,1,1
1758,1,0,1,0,2.166666667,0.388888889,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,4,4,4,0.75,2,0.5,4,1,1
2459,2,0.333333333,1.2,0.05,1.666666667,0.222222222,8,0.8,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,5,1,3,0.5,1,0,1,0,0
2176,1,0,1.8,0.2,2.333333333,0.444444444,6,0.6,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,2,1.5,0.125,1,0,4,1,1
986,1,0,1,0,2,0.333333333,8,0.8,2,0.25,2,2,1,2,1.75,0.75,3,0.666666667,2,2,2,0.25,1,0,4,1,1
2509,1,0,1,0,2.166666667,0.388888889,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,2,5,3.5,0.625,1,0,4,1,1
474,1,0,1,0,2.333333333,0.444444444,8,0.8,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,2,2,2,0.25,1,0,3,0,0.666666667
3160,1,0,2,0.25,2,0.333333333,6,0.6,2,0.25,1,2,2,1,1.5,0.5,2,0.333333333,2,4,3,0.5,2,0.5,4,1,1
1293,4,1,2.6,0.4,2.166666667,0.388888889,5,0.5,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,2,2,2,0.25,1,0,2,0,0.333333333
370,1,0,1.4,0.1,2.666666667,0.555555556,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
1543,1,0,1.2,0.05,1.833333333,0.277777778,6,0.6,1,0,2,2,2,2,2,1,3,0.666666667,4,5,4.5,0.875,2,0.5,4,1,1
987,4,1,3.4,0.6,2,0.333333333,7,0.7,2,0.25,1,2,2,1,1.5,0.5,2,0.333333333,2,1,1.5,0.125,1,0,3,0,0.666666667
2404,1,0,1,0,2.333333333,0.444444444,8,0.8,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,5,3,4,0.75,1,0,2,0,0.333333333
1690,4,1,3.8,0.7,2.5,0.5,5,0.5,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,3,0,0.666666667
2371,1,0,1.4,0.1,1.833333333,0.277777778,8,0.8,2,0.25,2,2,2,2,2,1,2,0.333333333,4,5,4.5,0.875,2,0.5,4,1,1
2007,3,0.666666667,1.8,0.2,1.166666667,0.055555556,5,0.5,1,0,2,2,2,1,1.75,0.75,2,0.333333333,1,2,1.5,0.125,1,0,3,0,0.666666667
757,1,0,1,0,1.833333333,0.277777778,9,0.9,2,0.25,2,2,2,2,2,1,4,1,1,2,1.5,0.125,2,0.5,2,0,0.333333333
475,4,1,4,0.75,3,0.666666667,4,0.4,4,0.75,1,2,1,1,1.25,0.25,2,0.333333333,5,5,5,1,2,0.5,4,1,1
1478,1,0,1.2,0.05,1.833333333,0.277777778,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,1,0,4,1,1
1925,1,0,1,0,2,0.333333333,9,0.9,2,0.25,2,2,2,1,1.75,0.75,4,1,5,4,4.5,0.875,1,0,3,0,0.666666667
703,2,0.333333333,1.2,0.05,2,0.333333333,7,0.7,2,0.25,2,2,2,2,2,1,3,0.666666667,4,4,4,0.75,3,1,3,0,0.666666667
3569,3,0.666666667,1.2,0.05,2.666666667,0.555555556,6,0.6,5,1,2,2,2,1,1.75,0.75,3,0.666666667,2,1,1.5,0.125,1,0,4,1,1
1406,1,0,1,0,2,0.333333333,8,0.8,2,0.25,2,2,2,2,2,1,2,0.333333333,4,3,3.5,0.625,1,0,4,1,1
2150,2,0.333333333,1,0,2.666666667,0.555555556,6,0.6,4,0.75,1,2,2,2,1.75,0.75,2,0.333333333,1,5,3,0.5,1,0,4,1,1
712,1,0,2.2,0.3,2,0.333333333,6,0.6,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
3568,1,0,1,0,2,0.333333333,5,0.5,5,1,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,3,0,0.666666667
14,1,0,1,0,2,0.333333333,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
2483,1,0,1,0,1,0,9,0.9,1,0,2,2,2,2,2,1,3,0.666666667,1,5,3,0.5,1,0,4,1,1
1642,3,0.666666667,2.4,0.35,1.333333333,0.111111111,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,5,5,5,1,3,1,4,1,1
624,1,0,1.2,0.05,2.666666667,0.555555556,5,0.5,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,3,4,3.5,0.625,2,0.5,4,1,1
2455,1,0,1.2,0.05,2,0.333333333,7,0.7,2,0.25,1,2,2,1,1.5,0.5,3,0.666666667,5,5,5,1,3,1,3,0,0.666666667
2393,1,0,1.2,0.05,2.5,0.5,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,4,4,4,0.75,2,0.5,2,0,0.333333333
2133,3,0.666666667,3,0.5,2,0.333333333,5,0.5,2,0.25,2,2,1,1,1.5,0.5,2,0.333333333,1,1,1,0,1,0,3,0,0.666666667
1744,1,0,1.4,0.1,2.333333333,0.444444444,6,0.6,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
540,1,0,1.2,0.05,1.833333333,0.277777778,8,0.8,1,0,1,2,1,1,1.25,0.25,2,0.333333333,1,1,1,0,1,0,4,1,1
335,1,0,1.4,0.1,2.5,0.5,7,0.7,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,3,0,0.666666667
1638,2,0.333333333,3,0.5,1.833333333,0.277777778,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
1429,2,0.333333333,1.8,0.2,2,0.333333333,5,0.5,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,4,1,1
2048,1,0,2,0.25,2.166666667,0.388888889,6,0.6,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,3,0,0.666666667
1455,1,0,1.2,0.05,1.833333333,0.277777778,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,2,2,2,0.25,1,0,3,0,0.666666667
455,1,0,3.2,0.55,3.666666667,0.888888889,3,0.3,5,1,2,2,2,1,1.75,0.75,1,0,1,1,1,0,1,0,3,0,0.666666667
1630,1,0,1,0,1.5,0.166666667,10,1,1,0,1,2,2,2,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
1962,1,0,2.2,0.3,1.833333333,0.277777778,7,0.7,2,0.25,2,2,2,2,2,1,2,0.333333333,1,1,1,0,1,0,4,1,1
1669,2,0.333333333,2.6,0.4,1.666666667,0.222222222,5,0.5,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,4,1,1
568,3,0.666666667,2.2,0.3,1.833333333,0.277777778,8,0.8,2,0.25,2,2,2,2,2,1,3,0.666666667,1,1,1,0,1,0,4,1,1
3453,1,0,1.8,0.2,2.166666667,0.388888889,5,0.5,2,0.25,2,2,2,2,2,1,2,0.333333333,1,1,1,0,1,0,4,1,1
2067,1,0,1,0,2.333333333,0.444444444,7,0.7,2,0.25,2,2,2,2,2,1,3,0.666666667,1,1,1,0,1,0,3,0,0.666666667
1752,1,0,1.8,0.2,1.5,0.166666667,6,0.6,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
2132,2,0.333333333,1,0,1.333333333,0.111111111,8,0.8,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,3,0,0.666666667
1904,1,0,1.6,0.15,2.333333333,0.444444444,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
1485,3,0.666666667,1,0,1.5,0.166666667,8,0.8,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,1,5,3,0.5,2,0.5,4,1,1
1740,1,0,1.2,0.05,2,0.333333333,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
2747,1,0,1.8,0.2,2.166666667,0.388888889,3,0.3,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
508,1,0,1.2,0.05,1.833333333,0.277777778,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
2536,3,0.666666667,1.8,0.2,2.5,0.5,5,0.5,4,0.75,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,1,0,0
1548,1,0,1.6,0.15,2.333333333,0.444444444,8,0.8,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,3,0,0.666666667
2564,2,0.333333333,2.6,0.4,3.166666667,0.722222222,4,0.4,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,3,0,0.666666667
2623,1,0,2.4,0.35,2,0.333333333,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
22,1,0,1,0,1.666666667,0.222222222,9,0.9,2,0.25,2,2,2,1,1.75,0.75,4,1,1,1,1,0,1,0,4,1,1
2748,3,0.666666667,1.8,0.2,2.666666667,0.555555556,7,0.7,4,0.75,2,2,2,1,1.75,0.75,2,0.333333333,1,1,1,0,1,0,4,1,1
2239,1,0,1,0,2.333333333,0.444444444,9,0.9,2,0.25,2,2,2,2,2,1,4,1,1,1,1,0,1,0,4,1,1
1603,1,0,1.4,0.1,1.666666667,0.222222222,8,0.8,1,0,2,2,2,2,2,1,3,0.666666667,2,2,2,0.25,1,0,4,1,1
2865,3,0.666666667,5,1,3.166666667,0.722222222,1,0.1,4,0.75,2,2,2,2,2,1,4,1,1,1,1,0,3,1,1,0,0
1382,3,0.666666667,2.4,0.35,1.833333333,0.277777778,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,1,1,1,0,1,0,4,1,1
551,1,0,1,0,2.833333333,0.611111111,8,0.8,4,0.75,2,2,2,2,2,1,4,1,1,1,1,0,1,0,4,1,1
1820,1,0,1.2,0.05,3,0.666666667,5,0.5,4,0.75,2,2,2,2,2,1,3,0.666666667,5,5,5,1,2,0.5,4,1,1
1477,1,0,1.2,0.05,2.166666667,0.388888889,7,0.7,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,5,5,5,1,2,0.5,4,1,1
1608,2,0.333333333,2.8,0.45,2.333333333,0.444444444,8,0.8,1,0,2,2,2,2,2,1,4,1,5,5,5,1,1,0,3,0,0.666666667
27,3,0.666666667,1.8,0.2,2.5,0.5,8,0.8,2,0.25,2,2,2,1,1.75,0.75,4,1,5,5,5,1,2,0.5,4,1,1
559,1,0,1.4,0.1,2.166666667,0.388888889,7,0.7,4,0.75,2,2,2,2,2,1,4,1,5,5,5,1,2,0.5,4,1,1
12,1,0,1,0,1.5,0.166666667,10,1,5,1,2,2,2,2,2,1,3,0.666666667,5,5,5,1,1,0,4,1,1
37,1,0,1.2,0.05,1.833333333,0.277777778,8,0.8,2,0.25,2,2,2,1,1.75,0.75,2,0.333333333,3,3,3,0.5,1,0,4,1,1
182,1,0,2.2,0.3,2.666666667,0.555555556,6,0.6,4,0.75,2,2,1,1,1.5,0.5,3,0.666666667,5,5,5,1,2,0.5,3,0,0.666666667
2349,1,0,2,0.25,1.833333333,0.277777778,7,0.7,2,0.25,2,2,2,1,1.75,0.75,3,0.666666667,5,5,5,1,2,0.5,4,1,1
